Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
1,17.0,38,17,Sequoia,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",DOE/NNSA/LLNL,IBM,United States,2011,Research,1572864,0,16324751.0,20132659.2,81.09,12681215,0,7890.0,2069.04,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
2,1.0,37,1,,"K computer, SPARC64 VIIIfx 2.0GHz, Tofu interconnect",RIKEN Advanced Institute for Computational Science (AICS),Fujitsu,Japan,2011,Research,705024,0,10510000.0,11280384.0,93.17,11870208,0,12659.89,830.18,Cluster,SPARC64 VIIIfx 8C 2.000GHz,Sparc,2000,Linux,Linux,None,8,SPARC64 VIIIfx,K computer,Fujitsu Cluster,Custom Interconnect,Custom,Eastern Asia,Asia
3,,39,3,Mira,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",DOE/SC/Argonne National Laboratory,IBM,United States,2012,Research,786432,0,8162376.0,10066330.0,81.09,0,0,3945.0,2069.04,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
5,2.0,36,1,Tianhe-1A,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, NVIDIA 2050",National Supercomputing Center in Tianjin,NUDT,China,2010,Research,186368,100352,2566000.0,4701000.0,54.58,3600000,1000000,4040.0,635.15,MPP,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
6,3.0,34,1,Jaguar,"Cray XK6, Opteron 6274 16C 2.200GHz, Cray Gemini interconnect, NVIDIA 2090",DOE/SC/Oak Ridge National Laboratory,Cray Inc.,United States,2009,Research,298592,0,1941000.0,2627609.0,73.87,6329856,0,5142.0,377.48,Cluster,Opteron 6274 16C 2.200GHz,AMD x86_64,2200,Cray Linux Environment ,Linux,NVIDIA 2090,16,"Opteron 6200 Series ""Interlagos""",Cray XK6,Cray XK9,Cray Interconnect,Cray Gemini interconnect,North America,Americas
8,,39,8,JuQUEEN,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Forschungszentrum Juelich (FZJ),IBM,Germany,2012,Research,131072,0,1380393.0,1677722.0,82.28,0,0,657.5,2099.46,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,Western Europe,Europe
9,,39,9,Curie thin nodes,"Bullx B510, Xeon E5-2680 8C 2.700GHz, Infiniband QDR",CEA/TGCC-GENCI,Bull SA,France,2012,Research,77184,0,1359000.0,1667174.0,81.52,5757528,0,2251.0,603.73,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
10,4.0,35,2,Nebulae,"Dawning TC3600 Blade System, Xeon X5650 6C 2.66GHz, Infiniband QDR, NVIDIA 2050",National Supercomputing Centre in Shenzhen (NSCS),Dawning,China,2010,Research,120640,64960,1271000.0,2984300.0,42.59,2359296,0,2580.0,492.64,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),Dawning TC3600 Blade System,Dawning Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
11,7.0,37,7,Pleiades,"SGI Altix ICE X/8200EX/8400EX, Xeon 54xx 3.0/5570/5670/E5-2670 2.93/2.6/3.06/3.0 Ghz, Infiniband QDR/FDR",NASA/Ames Research Center/NAS,SGI,United States,2011,Research,125980,0,1243000.0,1731836.0,71.77,3204600,0,3986.96,311.77,MPP,Xeon E5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI Altix ICE 8200EX/8400EX,SGI Altix,Infiniband,Infiniband,North America,Americas
13,,39,13,Blue Joule,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Science and Technology Facilities Council - Daresbury Laboratory,IBM,United Kingdom,2012,Research,114688,0,1207844.0,1468006.0,82.28,0,0,575.31,2099.47,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,Northern Europe,Europe
15,6.0,37,6,Cielo,"Cray XE6, Opteron 6136 8C 2.40GHz, Custom",DOE/NNSA/LANL/SNL,Cray Inc.,United States,2011,Research,142272,0,1110000.0,1365811.2,81.27,0,0,3980.0,278.89,MPP,Opteron 6136 8C 2.400GHz,AMD x86_64,2400,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
16,8.0,36,5,Hopper,"Cray XE6, Opteron 6172 12C 2.10GHz, Custom",DOE/SC/LBNL/NERSC,Cray Inc.,United States,2010,Research,153408,0,1054000.0,1288627.2,81.79,4537344,0,2910.0,362.2,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
17,9.0,36,6,Tera-100,Bull bullx super-node S6010/S6030,Commissariat a l'Energie Atomique (CEA),Bull SA,France,2010,Research,138368,0,1050000.0,1254550.0,83.7,4926336,0,4590.0,228.76,Cluster,Xeon X7560 8C 2.260GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 5500-series (Nehalem-EX),bullx super-node S6010/S6030,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
19,10.0,34,2,Roadrunner,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Voltaire Infiniband",DOE/NNSA/LANL,IBM,United States,2009,Research,122400,110160,1042000.0,1375776.0,75.74,2249343,0,2345.0,444.35,Cluster,PowerXCell 8i 9C 3.200GHz,Power,3200,Linux,Linux,IBM PowerXCell 8i,9,PowerXCell 8i,BladeCenter QS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
23,,39,23,DARPA Trial Subset,"Power 775, POWER7 8C 3.836GHz, Custom",IBM Development Engineering,IBM,United States,2012,Vendor,39680,0,886400.0,1217699.84,72.79,3571200,0,2429.0,364.92,MPP,POWER7 8C 3.836GHz,Power,3836,Linux,Linux,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,North America,Americas
24,12.0,38,12,HERMIT,"Cray XE6, Opteron 6276 16C 2.30 GHz, Cray Gemini interconnect",HWW/Universitaet Stuttgart,Cray Inc.,Germany,2011,Industry,113472,0,831400.0,1043942.4,79.64,3555552,0,,,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
25,13.0,33,3,JUGENE,Blue Gene/P Solution,Forschungszentrum Juelich (FZJ),IBM,Germany,2009,Research,294912,0,825500.0,1002701.0,82.33,0,0,2268.0,363.98,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
26,14.0,38,14,Sunway Blue Light,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR",National Supercomputing Center in Jinan,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,137200,0,795900.0,1070160.0,74.37,3375120,0,1074.0,741.06,Cluster,ShenWei processor SW1600 16C 975MHz,Others,975,Linux,Linux,None,16,ShenWei,Sunway BlueLight MPP,Sunway BlueLight MPP,Infiniband,Infiniband QDR,Eastern Asia,Asia
27,15.0,38,15,Zin,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Appro International,United States,2011,Research,46208,0,773700.0,961126.4,80.5,3260400,1630200,924.16,837.19,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
28,16.0,38,16,Tianhe-1A Hunan Solution,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050",National Super Computer Center in Hunan,NUDT,China,2011,Research,53248,28672,771700.0,1342750.72,57.47,2200000,0,1155.07,668.1,MPP,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
29,,39,29,Zumbrota,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",EDF R&D,IBM,France,2012,Industry,65536,0,690197.0,838861.0,82.28,0,0,328.75,2099.46,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,Western Europe,Europe
31,,39,31,Avoca,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",Victorian Life Sciences Computation Initiative,IBM,Australia,2012,Research,65536,0,690197.0,838861.0,82.28,0,0,328.75,2099.46,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,Australia and New Zealand,Oceania
33,20.0,38,20,Gaea C2,"Cray XE6, Opteron 6276 16C 2.30GHz, Cray Gemini interconnect",NOAA/Oak Ridge National Laboratory,Cray Inc.,United States,2011,Research,77824,0,565700.0,715981.0,79.01,0,0,972.0,582.0,MPP,Opteron 6276 16C 2.300GHz,AMD x86_64,2300,Cray Linux Environment ,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas
34,483.0,38,483,,"Power 775, POWER7 8C 3.84 GHz, Custom",ECMWF,IBM,United Kingdom,2011,Research,24576,0,548996.0,754188.28,72.79,0,0,1504.41,364.92,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
35,55.0,38,55,,"Power 775, POWER7 8C 3.83GHz, Custom",ECMWF,IBM,United Kingdom,2011,Research,24576,0,548996.0,754188.28,72.79,0,0,1504.41,364.92,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
36,,39,36,,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",High Energy Accelerator Research Organization /KEK,IBM,Japan,2012,Research,49152,0,517648.0,629146.0,82.28,0,0,246.56,2099.48,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,Eastern Asia,Asia
38,23.0,31,4,Intrepid,Blue Gene/P Solution,DOE/SC/Argonne National Laboratory,IBM,United States,2007,Research,163840,0,458611.0,557056.0,82.33,0,0,1260.0,363.98,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
39,24.0,35,10,Red Sky,"Sun Blade x6275, Xeon X55xx 2.93 Ghz, Infiniband",Sandia National Laboratories / National Renewable Energy Laboratory,Sun Microsystems,United States,2010,Research,42440,0,433500.0,497396.0,87.15,2504421,0,,,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade x6275,Sun Blade System,Infiniband,Infiniband,North America,Americas
42,26.0,33,9,Dawn,Blue Gene/P Solution,DOE/NNSA/LLNL,IBM,United States,2009,Research,147456,0,415700.0,501350.0,82.92,2958335,0,1134.0,366.58,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
43,63.0,38,63,,"Power 775, POWER7 8C 3.836GHz, Custom",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,18432,0,411747.0,565641.22,72.79,0,0,1128.31,364.92,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
45,27.0,38,27,Bull Benchmarks SuperComputer II,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR",Bull,Bull SA,France,2011,Vendor,20480,0,360868.0,442368.0,81.58,2568384,0,,,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
46,,39,46,Cab,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Appro International,United States,2012,Research,20480,0,347400.0,425984.0,81.55,2168320,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Xtreme-X ,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
47,45.0,38,45,Luna,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,20480,0,347400.0,425984.0,81.55,2168320,1084160,448.0,775.45,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
48,,39,48,Vulcan,"BlueGene/Q, Power BQC 16C 1.60GHz, Custom",DOE/NNSA/LLNL,IBM,United States,2012,Research,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
49,29.0,38,29,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM - Rochester,IBM,United States,2011,Vendor,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
50,64.0,38,64,,"BlueGene/Q, Power BQC 16C 1.60 GHz, Custom",IBM - Rochester,IBM,United States,2011,Vendor,32768,0,345098.0,419430.4,82.28,0,0,164.38,2099.39,MPP,Power BQC 16C 1.600GHz,PowerPC,1600,Linux,Linux,None,16,Power BQC,BlueGene/Q,IBM BlueGene,Custom Interconnect,Custom,North America,Americas
51,62.0,38,62,,"Power 775, POWER7 8C 3.84 GHz, Custom",United Kingdom Meteorological Office,IBM,United Kingdom,2011,Research,15360,0,343123.0,471367.68,72.79,0,0,940.26,364.92,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
52,,39,52,Pecos,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2012,Research,19712,0,336800.0,410010.0,82.14,2108876,1054438,421.2,799.62,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Xtreme-X ,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
53,30.0,36,18,Raptor,Cray XE6 8-core 2.4 GHz,Air Force Research Laboratory - ARFL DSRC,Cray Inc.,United States,2010,Research,42712,0,336300.0,410035.2,82.02,0,0,,,MPP,Opteron 6136 8C 2.400GHz,AMD x86_64,2400,Linux,Linux,None,8,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
54,61.0,38,61,Chama,"Xtreme-X GreenBlade GB512X, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2011,Research,19680,0,332000.0,409344.0,81.11,2086572,1043286,453.6,731.92,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5,Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
55,32.0,36,19,Haedam,Cray XE6 12-core 2.1 GHz,Korea Meteorological Administration,Cray Inc.,"Korea, South",2010,Research,45120,0,316400.0,379008.0,83.48,0,0,1711.6,184.86,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,Eastern Asia,Asia
56,31.0,36,20,Haeon,Cray XE6 12-core 2.1 GHz,Korea Meteorological Administration,Cray Inc.,"Korea, South",2010,Research,45120,0,316400.0,379008.0,83.48,0,0,1711.6,184.86,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,Eastern Asia,Asia
57,34.0,34,21,Monte Rosa,"Cray XE6, Opteron 6272 16C 2.10 GHz, Cray Gemini interconnect",Swiss Scientific Computing Center (CSCS),Cray Inc.,Switzerland,2011,Research,47840,0,316200.0,401856.0,78.68,2294400,0,780.0,405.38,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,None,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,Western Europe,Europe
58,,39,58,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, Infiniband FDR",CSIR Centre for Mathematical Modelling and Computer Simulation,Hewlett-Packard,India,2012,Research,17344,0,303900.0,360755.0,84.24,2114448,0,386.56,786.17,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,South-central Asia,Asia
60,35.0,36,21,,Cray XE6 12-core 2.2 GHz,Government,Cray Inc.,United States,2010,Classified,45504,0,295500.0,400435.0,73.79,0,0,,,MPP,Opteron 6174 12C 2.200GHz,AMD x86_64,2200,Linux,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom,North America,Americas
61,,39,61,,"Cluster Platform SL390s G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet, NVIDIA 2090",IT Provider (P),Hewlett-Packard,United States,2012,Industry,31680,23040,293868.3,1049530.0,28.0,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
63,36.0,33,10,JUROPA,"Sun Constellation, NovaScale R422-E2, Intel Xeon X5570, 2.93 GHz, Sun M9/Mellanox  QDR Infiniband/Partec Parastation",Forschungszentrum Juelich (FZJ),Bull SA,Germany,2009,Research,26304,0,274800.0,308282.88,89.14,0,0,1549.0,177.4,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,SUSE Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),NovaScale R422-E2/Sun Blade 6048 system,Sun-Bull-ParTec Cluster,Infiniband,Infiniband QDR Sun M9 / Mellanox / ParTec,Western Europe,Europe
64,37.0,34,14,TachyonII,"Sun Blade x6048,  X6275, IB QDR M9 switch, Sun HPC stack Linux edition",KISTI Supercomputing Center,Sun Microsystems,"Korea, South",2009,Research,26232,0,274800.0,307439.04,89.38,0,0,1275.0,215.53,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,None,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Eastern Asia,Asia
65,,39,65,NSCC2,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Sandia National Laboratories,Appro International,United States,2012,Research,14720,0,268100.0,306176.0,87.56,2577260,1288630,315.9,848.69,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Xtreme-X ,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
66,67.0,33,16,GPC,"xSeries iDataPlex, Xeon E5540 4C 2.53GHz, Infiniband",SciNet/University of Toronto/Compute Canada,IBM,Canada,2009,Research,30912,0,261631.0,312829.44,83.63,2526944,0,1030.0,254.01,Cluster,Xeon E5540 4C 2.530GHz,Intel Nehalem,2530,Linux,Linux,None,4,Xeon 5500-series (Nehalem-EP),xSeries iDataPlex,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
68,,39,68,Grifo04,"Itautec Cluster, Xeon X5670 6C 2.930GHz, Infiniband QDR, NVIDIA 2050",PETROBRAS,Itautec,Brazil,2012,Industry,17408,14336,251500.0,563364.0,44.64,1136016,0,365.5,688.1,Cluster,Xeon X5670 6C 2.930GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),Itautec Cluster,Itautec Cluster,Infiniband,Infiniband QDR,South America,Americas
69,40.0,37,29,,"HP POD - Cluster Platform 3000 BL260c G6, X5675 3.06 GHz, Infiniband",Airbus,Hewlett-Packard,France,2011,Industry,24192,0,243900.0,296110.0,82.37,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL260c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Western Europe,Europe
72,42.0,38,42,Amazon EC2 Cluster Compute Instances,"Amazon EC2 Cluster, Xeon 8C 2.60GHz, 10G Ethernet",Amazon Web Services,Self-made,United States,2011,Industry,17024,0,240090.0,354099.2,67.8,2691392,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Amazon EC2 Cluster,NOW - Intel,Gigabit Ethernet,10G Ethernet,North America,Americas
74,,39,74,Moonlight,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband QDR, NVIDIA 2090",Los Alamos National Laboratory,Appro International,United States,2012,Research,14208,9472,238200.0,492189.0,48.4,919936,459968,226.8,1050.26,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5,Xtreme-X ,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
77,46.0,38,46,Mustang,"Xtreme-X 1320H-LANL, Opteron 12 Core 2.30 GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,37056,0,230600.0,340915.0,67.64,2240000,1120000,540.4,426.72,Cluster,Opteron 6176 12C 2.300GHz,AMD x86_64,2300,RHEL 6.1,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Xtreme-X 1320H-LANL,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
79,49.0,36,29,Tup,"Cray XE6, Opteron 6172 12C 2.10GHz, Cray Gemini interconnect",INPE (National Institute for Space Research),Cray Inc.,Brazil,2010,Research,31104,0,214200.0,261273.6,81.98,1491840,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Cray Linux Environment ,Linux,None,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,South America,Americas
