Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator Cores,Rmax,Rpeak,Effeciency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
89,Cerrillos,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband",DOE/NNSA/LANL,IBM,United States,2009,Research,14400,0,126500.0,161856.0,78.16,805759,0,276.0,458.33,Cluster,PowerXCell 8i 9C 3.20GHz,Power,3200,Linux,Linux,IBM PowerXCell 8i,9,PowerXCell 8i,BladeCenter QS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas
90,Jet,"Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband",NOAA/ESRL/GSD,Raytheon/Aspen Systems,United States,2010,Research,13732,0,126500.0,148116.0,85.41,1664080,257000,,,Cluster,Xeon X5550 4C 2.66GHz,Intel EM64T,2660,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Raytheon/Aspen Systems Cluster,NOW - Intel,Infiniband,Infiniband QDR,North America,Americas
93,Blackthorn,"Bullx B500 Cluster, Xeon X56xx 2.8Ghz, QDR Infiniband",Atomic Weapons Establishment,Bull SA,United Kingdom,2010,Classified,12936,0,124600.0,145152.0,85.84,2304960,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Bullx B500 Cluster,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe
94,Earth Simulator,SX-9/E/1280M160,Japan Agency for Marine -Earth Science and Technology,NEC,Japan,2009,Research,1280,0,122400.0,131072.0,93.38,1556480,0,,,MPP,NEC  3.20GHz,NEC,3200,Super-UX,BSD Based,None,1,NEC,SX-9/E,NEC Vector,Fat Tree,Fat Tree Network,Eastern Asia,Asia
95,,"Hitachi SR16000 Model M1/176, POWER7 8C 3.83 GHz, Custom","Information Initiative Center, Hokkaido University",Hitachi,Japan,2011,Research,5504,0,121600.0,168907.0,71.99,1400000,0,,,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Hitachi SR16000 Model M1/176,Hitachi SR16000,Custom Interconnect,Custom,Eastern Asia,Asia
98,,"Power 575, p6 4.7 GHz, Infiniband",DKRZ - Deutsches Klimarechenzentrum,IBM,Germany,2008,Research,8064,0,115900.0,151603.2,76.45,1128959,0,1288.0,89.98,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Western Europe,Europe
99,,"Power 575, p6 4.7 GHz, Infiniband",ECMWF,IBM,United Kingdom,2009,Research,8320,0,115900.0,156416.0,74.1,0,0,1329.0,87.21,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe
100,,"Power 575, p6 4.7 GHz, Infiniband",ECMWF,IBM,United Kingdom,2008,Research,8320,0,115900.0,156416.0,74.1,0,0,1329.0,87.21,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe
101,,"Fujitsu FX1, Quadcore  SPARC64 VII  2.52 GHz, Infiniband DDR",JAXA,Fujitsu,Japan,2009,Research,12032,0,110600.0,121282.0,91.19,3308800,0,1020.0,108.43,Cluster,SPARC64 VII 4C 2.50GHz,Sparc,2500,Open Solaris,Unix,None,4,SPARC64 VII,Fujitsu FX1,Fujitsu Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
102,,"Bullx B505, Xeon E5640 2.67 GHz, Infiniband QDR",Tres Grand Centre de calcul du CEA,Bull SA,France,2011,Research,5040,3920,109900.0,198161.6,55.46,428646,0,,,Cluster,Xeon E5640 4C 2.67GHz,Intel EM64T,2670,Linux,Linux,NVIDIA 2090,4,Xeon E56xx (Westmere-EP),Bullx B505,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
103,,"SGI Altix ICE 8200 Enhanced LX, Xeon Nehalem quad core 2.8 GHz",US Army Research Laboratory (ARL),SGI,United States,2009,Research,10752,0,109300.0,120422.4,90.76,1908480,0,475.0,230.11,MPP,Xeon X5560 4C 2.80GHz,Intel EM64T,2800,SLES10 + SGI ProPack 5,Linux,None,4,Xeon X55xx (Nehalem-EP),SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,North America,Americas
104,Endeavor,"Intel Cluster, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, FDR Infiniband",Intel,Intel,United States,2011,Industry,5712,0,109200.0,118810.0,91.91,1647576,0,176.4,619.05,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz,Intel SandyBridge,2600,Linux,Linux,None,8,Intel Xeon E5,Intel Cluster,Intel Cluster,Infiniband,FDR Infiniband,North America,Americas
106,GENCI-CCRT-Titane,BULL Novascale R422-E2,Commissariat a l'Energie Atomique (CEA)/CCRT,Bull SA,France,2010,Research,11520,0,108500.0,129998.0,83.46,1714176,0,477.0,227.46,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),NovaScale R422-E2,Bull Cluster,Infiniband,Infiniband DDR,Western Europe,Europe
110,Bull Benchmarks SuperComputer I,"Bullx B510, Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz, Infiniband QDR",Bull,Bull SA,France,2011,Vendor,5760,0,106998.0,124416.0,86.0,0,0,,,Cluster,Xeon E5 (Sandy Bridge - EP) 8C 2.70GHz,Intel SandyBridge,2700,bullx SUperCOmputer Suite A.E.2.1,Linux,None,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
111,Keeneland,"HP ProLiant SL390s G7 Xeon 6C X5660 2.8Ghz, nVidia Fermi, Infiniband QDR",Georgia Institute of Technology,Hewlett-Packard,United States,2011,Research,6210,4830,106300.0,193848.6,54.84,472064,0,117.91,901.54,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2070,6,Xeon X56xx (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,North America,Americas
112,,"SGI Altix ICE 8200EX, Xeon quad core 3.0 GHz",Total Exploration Production,SGI,France,2008,Industry,10240,0,106100.0,122880.0,86.34,1535480,0,442.0,240.05,MPP,Xeon E5450 4C 3.00GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,None,4,"Xeon 5400-series ""Harpertown""",SGI Altix ICE 8200EX,SGI Altix,Infiniband,Infiniband,Western Europe,Europe
113,Muir,"Dell Xanadu 3 Cluster, Xeon X5660 2.8 Ghz, QLogic InfiniBand QDR",Lawrence Livermore National Laboratory,Dell,United States,2010,Research,15000,0,105900.0,168000.0,63.04,1476000,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Dell Xanadu 3 Cluster,Dell Xanadu,Infiniband,Infiniband QDR,North America,Americas
116,Hera,"Appro Xtreme-X3 Server - Quad Opteron Quad Core 2.3 GHz, Infiniband",Lawrence Livermore National Laboratory,Appro International,United States,2009,Research,13552,0,102200.0,127200.0,80.35,1651780,0,,,Cluster,Opteron Quad Core 4C 2.30GHz,AMD x86_64,2300,Redhat Linux,Linux,None,4,Opteron Quad Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infinband DDR 4x,North America,Americas
117,,"Power 775, POWER7 8C 3.84 GHz, Custom",ECMWF,IBM,United Kingdom,2011,Research,4096,0,102044.0,125698.05,81.18,0,0,250.74,406.97,MPP,POWER7 8C 3.83GHz,Power,3830,AIX,Unix,None,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom,Northern Europe,Europe
119,,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",Kurchatov Institute Moscow,Hewlett-Packard,Russia,2010,Research,10304,0,101213.2,123648.0,81.86,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Eastern Europe,Europe
120,Edge,"Appro GreenBlade Cluster, Xeon X5660 6C 2.80 GHz, Infiniband QDR, NVIDIA 2050",Lawrence Livermore National Laboratory,Appro International,United States,2010,Research,8240,5768,100500.0,239866.0,41.9,1414656,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,NVIDIA 2050,6,Xeon X56xx (Westmere-EP),Appro GreenBlade Cluster,Appro Cluster,Infiniband,Infiniband QDR,North America,Americas
122,VIP,"Power 575, p6 4.7 GHz, Infiniband",Max-Planck-Gesellschaft MPI/IPP,IBM,Germany,2009,Research,6848,0,98423.0,128742.4,76.45,0,0,1095.0,89.88,MPP,POWER6 2C 4.70GHz,Power,4700,AIX,Unix,None,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Western Europe,Europe
123,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Internet Service,IBM,China,2011,Industry,17344,0,97959.0,175521.28,55.81,0,0,526.1,186.2,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
124,,"xSeries x3650M2 Cluster, Xeon QC E55xx 2.53 Ghz, GigE",Internet Service,IBM,China,2011,Industry,17344,0,97959.0,175521.28,55.81,0,0,526.1,186.2,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),xSeries x3650M2 Cluster Xeon QC,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
125,,"RIKEN Intergrated Cluster of Clusters, Xeon X5570 2.93GHz, Infiniband DDR",Institute of Physical and Chemical Res. (RIKEN),Fujitsu,Japan,2009,Research,9048,0,97940.0,106042.0,92.36,1287936,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,RedHat Enterprise 5,Linux,None,4,Xeon X55xx (Nehalem-EP),Fujitsu RX200S5 Cluster,Fujitsu Cluster,Infiniband,Infiniband DDR,Eastern Asia,Asia
126,,"Cluster Platform 3000 BL2x220, L56xx 2.26 Ghz, Infiniband",Government,Hewlett-Packard,Sweden,2011,Government,17280,0,97500.0,156211.2,62.42,1700000,0,,,Cluster,Xeon L5640 6C 2.26GHz,Intel EM64T,2260,Linux,Linux,None,6,Xeon L56xx (Westmere-EP),Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Northern Europe,Europe
127,Chinook,"Cluster Platform 4000 DL185G5, Opteron QC 2.2 GHz, Infiniband DDR",DOE/SC/Pacific Northwest National Laboratory,Hewlett-Packard,United States,2008,Research,18176,0,97071.0,159948.8,60.69,488000,0,,,Cluster,Opteron Quad Core 4C 2.20GHz,AMD x86_64,2200,Linux,Linux,None,4,Opteron Quad Core,HP Cluster Platform 4000 DL185 G5 Cluster,HP Cluster Platform 4000,Infiniband,Infiniband DDR,North America,Americas
129,,"xSeries x3650M3 Cluster, Xeon X5670 6C 2.93 GHz, Gigabit Ethernet",Government,IBM,United States,2011,Government,17160,0,96697.0,201115.2,48.08,0,0,546.26,177.02,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
130,,Cray XT5 QC 2.4 GHz,Naval Oceanographic Office - NAVO DSRC,Cray Inc.,United States,2011,Research,12720,0,96550.0,122112.0,79.07,1652536,0,,,MPP,Opteron Quad Core 4C 2.40GHz,AMD x86_64,2400,CNL,Linux,None,4,Opteron Quad Core,Cray XT5 QuadCore,Cray XT,Proprietary Network,XT4 Internal Interconnect,North America,Americas
131,Frontier2 BG/L,Blue Gene/P Solution,EDF R&D,IBM,France,2008,Industry,32768,0,95450.0,111411.0,85.67,0,0,252.0,378.77,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,None,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe
132,,"Cluster Platform 3000 BL2x220, E54xx 3.0 Ghz, Infiniband",IT Service Provider,Hewlett-Packard,Germany,2009,Industry,10240,0,94737.1,122880.0,77.1,0,0,,,Cluster,Xeon E5450 4C 3.00GHz,Intel Core,3000,Linux,Linux,None,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband,Western Europe,Europe
133,,"Cluster Platform 3000 BL460c G7, Xeon X5660 2.80 GHz, 10G Ethernet",Gaming Company,Hewlett-Packard,United States,2011,Industry,11712,0,94314.0,131174.0,71.9,0,0,,,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas
134,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience,IBM,United States,2011,Industry,7392,5376,93647.0,244890.0,38.24,0,0,108.15,865.9,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
135,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience,IBM,United States,2011,Industry,7392,5376,93647.0,244890.0,38.24,0,0,108.15,865.9,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
137,BGW,eServer Blue Gene Solution,IBM Thomas J. Watson Research Center,IBM,United States,2005,Research,40960,0,91290.0,114688.0,79.6,983039,0,448.0,203.77,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
138,Fission,"Appro Xtreme-X3 Opteron 2.4GHz, Infiniband QDR",Idaho National Laboratory,Appro International,United States,2011,Research,12480,0,91030.0,119808.0,75.98,1630720,0,,,Cluster,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infiniband QDR,North America,Americas
139,,"Sunway 4000H Cluster, Xeon X56xx (Westmere-EP) 3.06 GHz, Infiniband QDR",Government,National Research Center of Parallel Computer Engineering & Technology,China,2011,Research,8400,0,90850.0,102816.0,88.36,1612800,0,,,Cluster,Xeon X5675 6C 3.06GHz,Intel Nehalem,3060,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Sunway 4000H Cluster,Sunway Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia
140,,"iDataPlex DX360M3, Xeon X5660 6C 2.80 GHz, Infiniband QDR",Geoscience,IBM,United States,2011,Industry,9072,0,89670.0,101606.4,88.25,0,0,212.62,421.74,Cluster,Xeon X5660 6C 2.80GHz,Intel Nehalem,2800,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas
141,,"Cluster Platform 3000 BL460c G7, Xeon X5670 2.93 GHz, Gigabit Ethernet",IT Service Provider,Hewlett-Packard,United States,2011,Industry,14856,0,89369.0,174112.0,51.33,0,0,,,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
143,,"BladeCenter HS22 Cluster, Xeon E5540 4C 2.53 GHz, Gigabit Ethernet",Financial Institution (P),IBM,United Kingdom,2010,Industry,15744,0,88718.0,159329.28,55.68,0,0,497.76,178.23,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Northern Europe,Europe
144,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband",Automotive,IBM,United States,2011,Industry,8568,0,88620.0,100416.96,88.25,0,0,240.41,368.62,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas
145,,"BladeCenter HS22 Cluster, WM Xeon 6-core 2.93Ghz, Infiniband",Automotive,IBM,United States,2011,Industry,8568,0,88620.0,100416.96,88.25,0,0,240.41,368.62,Cluster,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas
146,,"Cluster Platform 3000 BL460c G6, Xeon X5570 2.93 GHz, Infiniband",Manufacturing Company,Hewlett-Packard,France,2009,Industry,8576,0,88550.0,100510.7,88.1,0,0,,,Cluster,Xeon X5570 4C 2.93GHz,Intel EM64T,2930,Linux,Linux,None,4,Xeon X55xx (Nehalem-EP),Cluster Platform 3000 BL460c G6,HP Cluster Platform 3000BL,Infiniband,Infinband DDR 4x,Western Europe,Europe
147,,"Cluster Platform 3000 DL165, Opteron 2.1 GHz 12C, GigE",Financial Services Company (G),Hewlett-Packard,United States,2011,Industry,20784,0,87542.8,174585.6,50.14,0,0,,,Cluster,Opteron 6172 12C 2.10GHz,AMD x86_64,2100,Linux,Linux,None,12,Opteron 12 Core,HP DL165 Cluster,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
148,Layon,Bull bullx super-node S6010/S6030,Bull,Bull SA,France,2010,Vendor,11520,0,87470.0,104602.0,83.62,1643136,0,,,Cluster,Xeon X7560 8C 2.26GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 75xx (Nehalem-EX),bullx super-node S6010/S6030,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
149,CURIE,"Bullx S6010 Cluster,  Xeon 2.26 Ghz 8-core, QDR Infiniband",Commissariat a l'Energie Atomique (CEA),Bull SA,France,2010,Research,11520,0,87470.0,104417.0,83.77,1643136,0,,,Cluster,Xeon X7560 8C 2.26GHz,Intel Nehalem,2260,Linux,Linux,None,8,Xeon 75xx (Nehalem-EX),bullx super-node S6010,Bull Bullx,Infiniband,Infiniband QDR,Western Europe,Europe
150,,"BladeCenter HS22 Cluster, Xeon QC GT 2.53 GHz, GigEthernet",Telecommunication Company,IBM,China,2010,Industry,15504,0,87365.0,156900.48,55.68,0,0,490.18,178.23,Cluster,Xeon E5540 4C 2.53GHz,Intel EM64T,2530,Linux,Linux,None,4,Xeon E55xx (Nehalem-EP),BladeCenter HS22 Cluster,IBM BladeCenter,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
152,,"HP DL160 Cluster G6, Xeon E5640 4C 2.67 GHz, Gigabit Ethernet",Web Content Provider,Hewlett-Packard,United States,2011,Industry,16020,0,87095.0,170453.0,51.1,0,0,,,Cluster,Xeon E5640 4C 2.67GHz,Intel EM64T,2670,Linux,Linux,None,4,Xeon E56xx (Westmere-EP),HP DL160 Cluster G6,HP Cluster Platform 3000,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
153,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Financial Institution,Hewlett-Packard,United States,2011,Industry,15816,0,86054.0,168282.24,51.14,0,0,,,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,None,6,Xeon X56xx (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas
155,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
156,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
157,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
158,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
159,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
160,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
161,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
162,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
163,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
164,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
165,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
166,,"iDataPlex DX360M3, Xeon X5650 6C 2.66 GHz, Infiniband, NVIDIA 2090",Geoscience (P),IBM,United States,2011,Industry,6776,4928,85843.0,224483.0,38.24,0,0,99.14,865.88,Cluster,Xeon X5650 6C 2.66GHz,Intel Nehalem,2660,Linux,Linux,NVIDIA 2090,6,Xeon X56xx (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband,North America,Americas
167,,"Cluster Platform 4000 BL685c G7, Opteron 6136 8C 2.40 GHz, Gigabit Ethernet",Web Company (C),Hewlett-Packard,China,2011,Industry,17280,0,84344.0,165888.0,50.84,0,0,,,Cluster,Opteron 6136 8C 2.40GHz,AMD x86_64,2400,Linux,Linux,None,8,Opteron 8 Core,Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia
168,Graph,"Appro Xtreme-X3 Opteron 2.0GHz, Infiniband DDR",Lawrence Livermore National Laboratory,Appro International,United States,2009,Research,13440,0,83080.0,107500.0,77.28,1370880,685440,700.0,118.69,Cluster,Opteron Quad Core 4C 2.00GHz,AMD x86_64,2000,Linux,Linux,None,4,Opteron Quad Core,Appro Xtreme-X3,Appro XtremeServer,Infiniband,Infiniband DDR,North America,Americas
169,Typhoon,"Appro Xtreme Opteron 2 GHz, Infiniband QDR",Los Alamos National Laboratory,Appro International,United States,2011,Research,13312,0,83050.0,106500.0,77.98,873600,436800,,,Cluster,Opteron 6128 8C 2.00GHz,AMD x86_64,2000,Linux,Linux,None,8,Opteron 8 Core,Appro XtremeServers,Appro XtremeServer,Infiniband,Infiniband QDR,North America,Americas
170,New York Blue,eServer Blue Gene Solution,"Stony Brook/BNL, New York Center for Computational Sciences",IBM,United States,2007,Research,36864,0,82161.0,103219.2,79.6,0,0,403.0,203.87,MPP,PowerPC 440 2C 700MHz,Power,700,CNK/SLES 9,Mixed,None,2,PowerPC 440,BlueGene/L,IBM BlueGene,Proprietary Network,Proprietary,North America,Americas
