Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax [TFlop/s],Rpeak [TFlop/s],Nmax,Nhalf,HPCG [TFlop/s],Power (kW),Power Source,Power Effeciency [GFlops/Watts],Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent
154,127.0,47,105,,"Cluster Platform HP DL360 Gen9, Xeon E5-2670v3 12C 2.3GHz, 10G Ethernet",Service Provider T,HPE,China,2016,Industry,41832,,951.743,1539.418,,,,1394.4,Derived,0.683,Cluster,Xeon E5-2670v3 12C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
155,,49,155,,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Internet Company,Sugon,China,2016,Industry,50400,,946.8,1935.36,7502000.0,,,1965.0,Submitted,0.482,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
156,128.0,48,128,Eole,"Intel Cluster, Xeon E5-2680v4 14C 2.4GHz, Intel Omni-Path",EDF,Bull,France,2016,Industry,29568,,942.829,1135.411,2129664.0,,,420.87,Submitted,2.24,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Intel Cluster,Intel Cluster,Omnipath,Intel Omni-Path,Western Europe,Europe
157,,49,157,,"Huawei X6800 V3, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",China Manufacture Company B,Huawei,China,2017,Industry,32768,,937.943,1101.005,2560128.0,,,416.0,Submitted,2.255,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),Huawei X6800 V3,Huawei Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia
158,,49,158,,"Lenovo x3950, Intel Xeon E7-8860v4 18C 2.2GHz, 10G Ethernet",Service Provider T,Lenovo,China,2017,Industry,43200,,915.425,1520.64,1959552.0,,,900.0,Derived,1.017,Cluster,Intel Xeon E7-8860v4 18C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,18,Intel Xeon E7 (Broadwell),Lenovo x3950,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
159,,49,159,,"Sugon TC6000, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet",Internet Company,Sugon,China,2017,Industry,50000,,914.8,1840.0,5676000.0,,,1235.0,Submitted,0.741,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,CentOS,Linux,None,10,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
160,130.0,46,93,,"Apollo 6000 XL2x0a, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",IT Provider (P),HPE,United States,2015,Industry,28800,,914.688,1152.0,,,,1590.0,Derived,0.575,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Apollo 6000 XL2x0a,HP Apollo,Infiniband,Infiniband FDR,North America,Americas
162,,49,162,Brooks,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Shared Services Canada,Cray Inc.,Canada,2017,Government,30816,,904.15,1035.418,,,,462.24,Derived,1.956,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas
163,,49,163,Hare,"Cray XC40, Xeon E5-2695v4 18C 2.1GHz, Aries interconnect ",Shared Services Canada,Cray Inc.,Canada,2017,Government,30816,,904.15,1035.418,,,,462.24,Derived,1.956,MPP,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,Cray Linux Environment ,Linux,None,18,Intel Xeon E5 (Broadwell),Cray XC40,Cray XC,Custom Interconnect,Aries interconnect ,North America,Americas
167,135.0,48,135,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,32400,,892.982,1244.16,,,,1080.0,Derived,0.827,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas
168,136.0,48,136,,"Lenovo RD450, Xeon E5-2697v3 14C 2.6GHz, 10G Ethernet",Internet Service (S),Lenovo,China,2016,Industry,53200,,880.992,2213.12,4270848.0,,,1425.0,Derived,0.618,Cluster,Xeon E5-2697v3 14C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,14,Intel Xeon E5 (Haswell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
169,137.0,48,137,,"FusionServer XH620 V3 Cluster, Xeon E5-2650v3 10C 2.3GHz, 10G Ethernet",Internet Company A,Huawei,China,2016,Industry,49600,,875.85,1825.28,5120000.0,,,930.0,Submitted,0.942,Cluster,Xeon E5-2650v3 10C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,10,Intel Xeon E5 (Haswell),FusionServer XH620 V3 Cluster,Huawei Cluster,10G,10G Ethernet,Eastern Asia,Asia
170,,49,170,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,44800,,874.1,1792.0,4387000.0,,,672.0,Derived,1.301,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
171,,49,171,Inspur TS10000 HPC Cluster System,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Service A,Inspur,China,2017,Industry,44800,,874.1,1792.0,4387000.0,,,672.0,Derived,1.301,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,None,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
173,138.0,48,138,,"Apollo 6000 XL230a, Xeon E5-2683 v4  16C 2.1GHz, 10G Ethernet",Retail,HPE,United States,2016,Industry,46080,,869.174,1548.288,,,,1908.0,Derived,0.456,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Apollo 6000 XL230a,HP Apollo,10G,10G Ethernet,North America,Americas
174,,49,174,,"Sugon TC6000, Xeon E5-2620v3 6C 2.4GHz, 10G Ethernet",Government,Sugon,China,2017,Government,45600,,862.5,1751.04,5046000.0,,,1700.0,Submitted,0.507,Cluster,Xeon E5-2620v3 6C 2.4GHz,Intel Haswell,2400,CentOS,Linux,None,6,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
175,139.0,48,139,,"Cluster Platform 3000 BL460c Gen9/DL380, Xeon E5-2697v3/Xeon E5-2690v3 12C 2.6GHz, Infiniband FDR",Volvo Personvagnar AB,HPE,Sweden,2016,Industry,24624,,861.546,1024.358,3755136.0,,,1231.2,Derived,0.7,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c Gen9,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,Northern Europe,Europe
176,,49,176,,"Cluster Platform DL360, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,40320,,858.855,1483.776,,,,806.4,Derived,1.065,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
177,,49,177,,"Cluster Platform DL360, Xeon E5-2673v4 20C 2.3GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,40320,,858.855,1483.776,,,,806.4,Derived,1.065,Cluster,Xeon E5-2673v4 20C 2.3GHz,Intel Broadwell,2300,Linux,Linux,None,20,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
178,142.0,46,97,,"Cluster Platform DL360, Xeon E5-2640v3 8C 2.6GHz, 10G Ethernet",Trading Company,HPE,China,2015,Industry,36800,,856.521,1530.88,,,,1840.0,Derived,0.466,Cluster,Xeon E5-2640v3 8C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,8,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
179,,49,179,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,Japan,2017,Industry,37884,,852.789,1454.746,,,,1082.4,Derived,0.788,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
180,143.0,48,143,,"Sugon TC6000, Xeon E5-2680v3 12C 2.5GHz, 10G Ethernet",Government,Sugon,China,2016,Government,43200,,848.2,1728.0,4974000.0,,,756.0,Submitted,1.122,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
182,145.0,48,145,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,30528,,841.387,1172.275,,,,1017.6,Derived,0.827,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas
183,146.0,48,146,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,30528,,841.387,1172.275,,,,1017.6,Derived,0.827,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas
184,147.0,48,147,,"Cluster Platform DL360, Xeon E5-2660v3 10C 2.6GHz, 10G Ethernet",IT Services Provider ,HPE,United States,2016,Industry,33660,,838.768,1400.256,,,,1346.4,Derived,0.623,Cluster,Xeon E5-2660v3 10C 2.6GHz,Intel Haswell,2600,Linux,Linux,None,10,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
185,148.0,45,81,Intel SC D2P4,"Cluster Platform 3000 BL460c, Xeon E5-2680v3 12C 2.5GHz, Infiniband FDR",Intel,HPE,United States,2015,Industry,30672,,833.916,1226.88,3944320.0,,,1533.6,Derived,0.544,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Infiniband,Infiniband FDR,North America,Americas
186,149.0,48,149,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, Infiniband FDR",Software Company (M),HPE,United States,2016,Industry,30240,,833.45,1161.216,,,,1008.0,Derived,0.827,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,Infiniband,Infiniband FDR,North America,Americas
187,,49,187,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,United States,2017,Industry,36736,,831.853,1410.662,,,,1049.6,Derived,0.793,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
188,,49,188,,"Cluster Platform DL360, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Services Company (S),HPE,United States,2017,Industry,36736,,831.853,1410.662,,,,1049.6,Derived,0.793,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
190,151.0,47,115,,"Lenovo RD450, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet",Internet Company A,Lenovo,China,2016,Industry,37600,,827.2,1504.0,2742336.0,,,881.25,Derived,0.939,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
191,,49,191,,"Sugon TC6000, Xeon E5-2650v4 12C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,48000,,822.8,1689.6,5308000.0,,,988.0,Submitted,0.833,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,12,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
192,152.0,47,116,,"Lenovo x3950, Xeon E7-8860v3  16C 2.2GHz, 10G Ethernet",Financial Company (C A1),Lenovo,China,2016,Industry,42496,,822.723,1495.859,4122816.0,,,996.0,Derived,0.826,Cluster,Xeon E7-8860v3  16C 2.2GHz,Intel Haswell,2200,Linux,Linux,None,16,Intel Xeon E7 (Haswell-Ex),Lenovo x3950,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
194,,49,194,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,38880,,819.16,1492.992,,,,1296.0,Derived,0.632,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
195,,49,195,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,38880,,819.16,1492.992,,,,1296.0,Derived,0.632,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
196,,49,196,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Ireland,2017,Industry,38784,,819.16,1489.306,,,,1292.8,Derived,0.634,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
197,,49,197,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Ireland,2017,Industry,36840,,819.16,1414.656,,,,1228.0,Derived,0.667,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Northern Europe,Europe
198,,49,198,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,36480,,819.16,1400.832,,,,1216.0,Derived,0.674,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
199,153.0,48,153,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2016,Industry,36048,,819.16,1384.243,,,,1201.6,Derived,0.682,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
200,154.0,43,45,Faris,"Cluster Platform SL230s Gen8, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband QDR",Saudi Aramco,HPE,Saudi Arabia,2014,Industry,40960,,816.579,917.504,,,,3072.0,Derived,0.266,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,Linux,Linux,None,10,Intel Xeon E5 (IvyBridge),Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Western Asia,Asia
201,,49,201,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet, NVIDIA Tesla P100",Internet Service A,Inspur,China,2017,Industry,18432,16128.0,814.2,1463.04,995000.0,,,449.28,Derived,1.812,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
202,,49,202,,"Lenovo RD450, Xeon E5-2640v4 10C 2.4GHz, 10G Ethernet",Internet Service (B),Lenovo,China,2017,Industry,54800,,803.85,2104.32,4187520.0,,,2055.0,Derived,0.391,Cluster,Xeon E5-2640v4 10C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Lenovo RD450,Lenovo Cluster,10G,10G Ethernet,Eastern Asia,Asia
205,158.0,38,14,Sunway Blue Light,"Sunway BlueLight MPP, ShenWei processor SW1600 975.00 MHz, Infiniband QDR",National Supercomputing Center in Jinan,NRCPC,China,2011,Research,137200,,795.9,1070.16,3375120.0,,,1074.0,Submitted,0.741,Cluster,ShenWei processor SW1600 16C 975MHz,Others,975,Linux,Linux,None,16,ShenWei,Sunway BlueLight MPP,Sunway BlueLight MPP,Infiniband,Infiniband QDR,Eastern Asia,Asia
206,159.0,48,159,DRACO,"Lenovo NeXtScale nx360M5, Xeon E5-2698v3 16C 2.3GHz, Infiniband FDR",Max-Planck-Gesellschaft MPI/IPP,Lenovo,Germany,2016,Research,28128,,790.7,1035.11,3024000.0,,,791.1,Derived,0.999,Cluster,Xeon E5-2698v3 16C 2.3GHz,Intel Haswell,2300,Linux,Linux,None,16,Intel Xeon E5 (Haswell),Lenovo NeXtScale nx360M5,Lenovo NeXtScale,Infiniband,Infiniband FDR,Western Europe,Europe
207,,49,207,,"Sugon TC6000, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Internet Service (B),Sugon,China,2017,Industry,46000,,788.2,1619.2,5657000.0,,,1076.0,Submitted,0.733,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,None,10,Intel Xeon E5 (Broadwell),Sugon TC6000,Sugon Cluster,10G,10G Ethernet,Eastern Asia,Asia
209,160.0,48,160,Falcon,"SGI ICE X, Xeon E5-2680v3 12C 2.5GHz/E5-2695c4 18C 2.1Ghz, Infiniband FDR",Idaho National Laboratory,HPE,United States,2016,Research,25056,,786.712,969.062,3150720.0,,18.7,501.12,Derived,1.57,Cluster,Xeon E5-2680v3 12C 2.5GHz,Intel Haswell,2500,SUSE Linux Enterprise Server 11,Linux,None,12,Intel Xeon E5 (Haswell),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,North America,Americas
210,,49,210,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,34560,,785.346,1327.104,,,,1152.0,Derived,0.682,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
211,,49,211,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Netherlands,2017,Industry,34560,,785.346,1327.104,,,,1152.0,Derived,0.682,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
212,,49,212,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,United States,2017,Industry,34560,,785.346,1327.104,,,,1152.0,Derived,0.682,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
213,,49,213,,"Cluster Platform DL360, Xeon E5-2673v3 12C 2.4GHz, 10G Ethernet",Software Company (M),HPE,Netherlands,2017,Industry,34560,,785.346,1327.104,,,,1152.0,Derived,0.682,Cluster,Xeon E5-2673v3 12C 2.4GHz,Intel Haswell,2400,Linux,Linux,None,12,Intel Xeon E5 (Haswell),Cluster Platform DL360,HP Cluster Platform 3000,10G,10G Ethernet,Western Europe,Europe
215,,49,215,,"Inspur TS10000, Xeon E5-2682v4 16C 2.5GHz, 10G Ethernet, NVIDIA Tesla P100",Internet Service A,Inspur,China,2017,Industry,17920,15680.0,779.2,1422.4,981000.0,,,436.8,Derived,1.784,Cluster,Xeon E5-2682v4 16C 2.5GHz,Intel Broadwell,2500,CentOS,Linux,NVIDIA Tesla P100,16,Intel Xeon E5 (Broadwell),Inspur TS10000,Inspur Cluster,10G,10G Ethernet,Eastern Asia,Asia
217,164.0,38,15,Zin,"Xtreme-X GreenBlade GB512X, Xeon E5 (Sandy Bridge - EP) 8C 2.60GHz, Infiniband QDR",Lawrence Livermore National Laboratory,Cray Inc.,United States,2011,Research,46208,,773.7,961.126,3260400.0,1630200.0,,924.16,Submitted,0.837,Cluster,Xeon E5-2670 8C 2.6GHz,Intel SandyBridge,2600,RHEL 6.2,Linux,None,8,Intel Xeon E5 (SandyBridge),Xtreme-X GreenBlade GB512X,Appro Xtreme-X,Infiniband,Infiniband QDR,North America,Americas
218,165.0,38,16,Tianhe-1A Hunan Solution,"NUDT YH MPP, Xeon X5670 6C 2.93 GHz, Proprietary, NVIDIA 2050",National Super Computer Center in Hunan,NUDT,China,2011,Research,53248,28672.0,771.7,1342.751,2200000.0,,,1155.07,Submitted,0.668,MPP,Xeon X5670 6C 2.93GHz,Intel Nehalem,2930,Linux,Linux,NVIDIA 2050,6,Xeon 5600-series (Westmere-EP),NUDT YH MPP,NUDT MPP,Proprietary Network,Proprietary,Eastern Asia,Asia
219,347.0,47,250,,"Inspur TS10000, Xeon E5-2690v3 12C 2.6GHz/Xeon E5-2690v4, Intel Omni-Path",Qingdao National Laboratory for Marine Science and Technology,Inspur,China,2016,Research,23920,,771.3,995.072,3707000.0,,,162.0,Submitted,4.761,Cluster,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,CentOS,Linux,None,12,Intel Xeon E5 (Haswell),Inspur TS10000,Inspur Cluster,Omnipath,Intel Omni-Path,Eastern Asia,Asia
220,,49,220,Research Computation Facility for GOSAT-2 (RCF2),"SGI Rackable C1104-GP1, Xeon E5-2650v4 12C 2.2GHz, Infiniband EDR, NVIDIA Tesla P100",National Institute for Environmental Studies,NSSOL/HPE,Japan,2017,Research,16320,13440.0,770.4,1243.776,706560.0,,22.5,78.64,Submitted,9.797,Cluster,Xeon E5-2650v4 12C 2.2GHz,Intel Broadwell,2200,CentOS,Linux,NVIDIA Tesla P100,12,Intel Xeon E5 (Broadwell),SGI Rackable C1104-GP1,Rackable Cluster,Infiniband,Infiniband EDR,Eastern Asia,Asia
222,167.0,43,49,Spruce B,"SGI ICE X, Intel Xeon E5-2680v2  10C 2.8GHz, Infiniband FDR",AWE,HPE,United Kingdom,2014,Research,35640,,767.504,798.336,,,,684.5,Submitted,1.121,Cluster,Intel Xeon E5-2680v2  10C 2.8GHz,Intel IvyBridge,2800,SUSE Linux Enterprise Server 11,Linux,None,10,Intel Xeon E5 (IvyBridge),SGI ICE X,SGI ICE,Infiniband,Infiniband FDR,Northern Europe,Europe
223,168.0,48,168,SNL CTS-1 Dark Ghost,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path",Sandia National Laboratories,Penguin Computing,United States,2016,Research,25920,,761.787,870.912,3214649.0,,,320.0,Submitted,2.381,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas
224,169.0,48,169,Topaz,"Tundra Extreme Scale, Xeon E5-2695v4 18C 2.1GHz, Intel Omni-Path","Penguin Computing, Inc.",Penguin Computing,United States,2016,Vendor,26496,,759.9,778.5,2550528.0,,,321.0,Submitted,2.367,Cluster,Xeon E5-2695v4 18C 2.1GHz,Intel Broadwell,2100,TOSS,Linux,None,18,Intel Xeon E5 (Broadwell),Tundra Extreme Scale,Penguin Computing Cluster,Omnipath,Intel Omni-Path,North America,Americas
225,,49,225,,"HP Apollo XL1x0r, Xeon E5-2683 v4  16C 2.1GHz, Infiniband EDR",Service Provider,HPE,"Korea, South",2017,Industry,30720,,759.609,1032.192,,,,672.0,Derived,1.13,Cluster,Xeon E5-2683 v4  16C 2.1GHz,Intel Broadwell,2100,Linux,Linux,None,16,Intel Xeon E5 (Broadwell),HP Apollo XL1x0r,HP Apollo,Infiniband,Infiniband EDR,Eastern Asia,Asia
226,,49,226,,"Cluster Platform DL380, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Retailer (C),HPE,United States,2017,Industry,36500,,758.552,1284.8,,,,1460.0,Derived,0.52,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
227,,49,227,,"Cluster Platform DL380, Xeon E5-2630v4 10C 2.2GHz, 10G Ethernet",Retailer (C),HPE,United States,2017,Industry,36500,,758.552,1284.8,,,,1460.0,Derived,0.52,Cluster,Xeon E5-2630v4 10C 2.2GHz,Intel Broadwell,2200,Linux,Linux,None,10,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,North America,Americas
228,,49,228,,"Cluster Platform DL380, Xeon E5-2680v4 14C 2.4GHz, 10G Ethernet",Service Provider,HPE,"Korea, South",2017,Industry,32760,,756.976,1257.984,,,,936.0,Derived,0.809,Cluster,Xeon E5-2680v4 14C 2.4GHz,Intel Broadwell,2400,Linux,Linux,None,14,Intel Xeon E5 (Broadwell),Cluster Platform DL380,HP Cluster Platform 3000,10G,10G Ethernet,Eastern Asia,Asia
